Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,0,3,796,3,4,1,3,1,1815,3,1,81,3,3,8,3,1,10447,26458,0,Y,2,13,3,4,80,1,23,3,4,22,14,13,5
30,0,3,1092,2,10,3,4,1,1816,1,1,64,3,3,5,3,3,9667,2739,9,Y,1,14,3,2,80,0,9,3,3,7,7,0,2
26,1,3,920,1,20,2,4,1,1818,4,1,69,3,1,2,2,2,2148,6889,0,Y,2,11,3,3,80,0,6,3,3,5,1,1,4
46,1,3,261,2,21,2,4,1,1821,4,1,66,3,2,1,2,2,8926,10842,4,Y,1,22,4,4,80,1,13,2,4,9,7,3,7
40,0,3,1194,2,1,3,2,1,1822,3,1,52,3,2,1,4,1,6513,9060,4,Y,1,17,3,4,80,1,12,3,3,5,3,0,3
34,0,3,810,3,8,2,6,1,1823,2,2,92,4,2,8,3,2,6799,22128,1,Y,1,21,4,3,80,2,10,5,3,10,8,4,8
58,0,1,350,3,2,3,4,1,1824,2,2,52,3,4,4,2,1,16291,22577,4,Y,1,22,4,4,80,1,37,0,2,16,9,14,14
35,0,3,185,2,23,4,4,1,1826,2,2,91,1,1,3,3,2,2705,9696,0,Y,1,16,3,2,80,1,6,2,4,5,4,0,3
47,0,3,1001,2,4,3,2,1,1827,3,1,92,2,3,5,2,1,10333,19271,8,Y,2,12,3,3,80,1,28,4,3,22,11,14,10
40,0,3,750,2,12,3,2,1,1829,2,1,47,3,2,1,1,1,4448,10748,2,Y,1,12,3,2,80,1,15,3,3,7,4,7,7
54,0,3,431,2,7,4,4,1,1830,4,1,68,3,2,7,4,2,6854,15696,4,Y,1,15,3,2,80,1,14,2,2,7,1,1,7
31,0,2,1125,3,7,4,3,1,1833,1,1,68,3,3,8,1,2,9637,8277,2,Y,1,14,3,4,80,2,9,3,3,3,2,2,2
28,0,3,1217,2,1,3,4,1,1834,3,1,67,3,1,7,1,2,3591,12719,1,Y,1,25,4,3,80,1,3,3,3,3,2,1,2
38,0,3,723,3,2,4,3,1,1835,2,1,77,1,2,9,4,2,5405,4244,2,Y,2,20,4,1,80,2,20,4,2,4,2,0,3
26,0,3,572,3,10,3,4,1,1836,3,2,46,3,2,8,4,3,4684,9125,1,Y,1,13,3,1,80,0,5,4,3,5,3,1,2
58,0,2,1216,2,15,4,2,1,1837,1,2,87,3,4,6,3,2,15787,21624,2,Y,2,14,3,2,80,0,23,3,3,2,2,2,2
18,0,1,1431,2,14,3,4,1,1839,2,1,33,3,1,7,3,3,1514,8018,1,Y,1,16,3,3,80,0,0,4,1,0,0,0,0
31,1,3,359,1,18,5,1,1,1842,4,2,89,4,1,2,1,2,2956,21495,0,Y,1,17,3,3,80,0,2,4,3,1,0,0,0
29,1,3,350,1,13,3,1,1,1844,1,2,56,2,1,2,1,1,2335,3157,4,Y,2,15,3,4,80,3,4,3,3,2,2,2,0
45,0,1,589,3,2,4,2,1,1845,3,1,67,3,2,8,3,2,5154,19665,4,Y,1,22,4,2,80,2,10,3,4,8,7,5,7
36,0,3,430,2,2,4,5,1,1847,4,1,73,3,2,7,2,2,6962,19573,4,Y,2,22,4,4,80,1,15,2,3,1,0,0,0
43,0,2,1422,3,2,4,2,1,1849,1,2,92,3,2,8,4,2,5675,19246,1,Y,1,20,4,3,80,1,7,5,3,7,7,7,7
27,0,2,1297,2,5,2,2,1,1850,4,1,53,3,1,3,4,3,2379,19826,0,Y,2,14,3,3,80,0,6,3,2,5,4,0,2
29,0,2,574,2,20,1,4,1,1852,4,2,40,3,1,3,4,2,3812,7003,1,Y,1,13,3,2,80,0,11,3,4,11,8,3,10
32,0,2,1318,3,10,4,3,1,1853,4,2,79,3,2,8,4,3,4648,26075,8,Y,1,13,3,3,80,0,4,2,4,0,0,0,0
42,0,1,355,2,10,4,6,1,1854,3,2,38,3,1,7,3,2,2936,6161,3,Y,1,22,4,2,80,2,10,1,2,6,3,3,3
47,0,3,207,2,9,4,2,1,1856,2,1,64,3,1,3,3,3,2105,5411,4,Y,1,12,3,3,80,0,7,2,3,2,2,2,0
46,0,3,706,2,2,2,2,1,1857,4,2,82,3,3,5,4,1,8578,19989,3,Y,1,14,3,3,80,1,12,4,2,9,8,4,7
28,0,1,280,1,1,2,2,1,1858,3,2,43,3,1,2,4,1,2706,10494,1,Y,1,15,3,2,80,1,3,2,3,3,2,2,2
29,0,3,726,2,29,1,2,1,1859,4,2,93,1,2,1,3,1,6384,21143,8,Y,1,17,3,4,80,2,11,3,3,7,0,1,6
42,0,3,1142,2,8,3,2,1,1860,4,2,81,3,1,3,3,3,3968,13624,4,Y,1,13,3,4,80,0,8,3,3,0,0,0,0
32,1,3,414,3,2,4,3,1,1862,3,2,82,2,2,8,2,3,9907,26186,7,Y,2,12,3,3,80,0,7,3,2,2,2,2,2
46,0,3,1319,3,3,3,6,1,1863,1,1,45,4,4,8,1,1,13225,7739,2,Y,1,12,3,4,80,1,25,5,3,19,17,2,8
27,0,3,728,3,23,1,4,1,1864,2,1,36,2,2,9,3,2,3540,7018,1,Y,1,21,4,4,80,1,9,5,3,9,8,5,8
29,0,3,352,1,6,1,4,1,1865,4,2,87,2,1,2,2,2,2804,15434,1,Y,1,11,3,4,80,0,1,3,3,1,0,0,0
43,0,3,823,2,6,3,4,1,1866,1,1,81,2,5,4,3,2,19392,22539,7,Y,1,13,3,4,80,0,21,2,3,16,12,6,14
48,0,3,1224,2,10,3,2,1,1867,4,2,91,2,5,6,2,2,19665,13583,4,Y,1,12,3,4,80,0,29,3,3,22,10,12,9
29,1,2,459,2,24,2,2,1,1868,4,2,73,2,1,7,4,3,2439,14753,1,Y,2,24,4,2,80,0,1,3,2,1,0,1,0
46,1,3,1254,3,10,3,2,1,1869,3,1,64,3,3,8,2,2,7314,14011,5,Y,1,21,4,3,80,3,14,2,3,8,7,0,7
27,0,2,1131,2,15,3,2,1,1870,4,1,77,2,1,7,1,2,4774,23844,0,Y,1,19,3,4,80,1,8,2,2,7,6,7,3
39,0,3,835,2,19,4,5,1,1871,4,2,41,3,2,7,4,1,3902,5141,8,Y,1,14,3,2,80,3,7,2,3,2,2,2,2
55,0,3,836,2,2,4,6,1,1873,2,2,98,2,1,7,4,2,2662,7975,8,Y,1,20,4,2,80,1,19,2,4,5,2,0,4
28,0,3,1172,3,3,3,4,1,1875,2,1,78,3,1,9,2,2,2856,3692,1,Y,1,19,3,4,80,1,1,3,3,1,0,0,0
30,1,3,945,3,9,3,4,1,1876,2,2,89,3,1,9,4,3,1081,16019,1,Y,1,13,3,3,80,0,1,3,2,1,0,0,0
22,1,3,391,2,7,1,2,1,1878,4,2,75,3,1,7,2,3,2472,26092,1,Y,2,23,4,1,80,0,1,2,3,1,0,0,0
36,0,3,1266,3,10,4,6,1,1880,2,1,63,2,2,8,3,2,5673,6060,1,Y,2,13,3,1,80,1,10,4,3,10,9,1,7
31,0,3,311,2,20,3,2,1,1881,2,2,89,3,2,3,3,1,4197,18624,1,Y,1,11,3,1,80,1,10,2,3,10,8,0,2
34,0,3,1480,3,4,3,2,1,1882,3,2,64,3,3,8,4,2,9713,24444,2,Y,2,13,3,4,80,3,9,3,3,5,3,1,0
29,0,3,592,2,7,3,2,1,1883,4,2,59,3,1,3,1,3,2062,19384,3,Y,1,14,3,2,80,0,11,2,3,3,2,1,2
37,0,3,783,2,7,4,4,1,1885,4,2,78,3,2,7,1,2,4284,13588,5,Y,2,22,4,3,80,1,16,2,3,5,3,0,4
35,0,3,219,2,16,2,5,1,1886,4,1,44,2,2,5,2,2,4788,25388,0,Y,2,11,3,4,80,0,4,2,3,3,2,0,2
45,0,3,556,2,25,2,2,1,1888,2,1,93,2,2,5,4,2,5906,23888,0,Y,1,13,3,4,80,2,10,2,2,9,8,3,8
36,0,2,1213,1,2,1,1,1,1890,2,2,94,2,2,2,4,3,3886,4223,1,Y,1,21,4,4,80,0,10,2,2,10,1,0,8
40,0,3,1137,2,1,4,2,1,1892,1,2,98,3,4,4,1,1,16823,18991,2,Y,1,11,3,1,80,1,22,3,3,19,7,11,16
26,0,3,482,2,1,2,2,1,1893,2,1,90,2,1,7,3,2,2933,14908,1,Y,2,13,3,3,80,1,1,3,2,1,0,1,0
27,0,3,511,3,2,2,4,1,1898,1,1,89,4,2,8,3,3,6500,26997,0,Y,1,14,3,2,80,0,9,5,2,8,7,0,7
48,0,2,117,2,22,3,4,1,1900,4,1,58,3,4,4,4,1,17174,2437,3,Y,1,11,3,2,80,1,24,3,3,22,17,4,7
44,0,3,170,2,1,4,2,1,1903,2,2,78,4,2,1,1,2,5033,9364,2,Y,1,15,3,4,80,1,10,5,3,2,0,2,2
34,1,1,967,2,16,4,6,1,1905,4,2,85,1,1,7,1,2,2307,14460,1,Y,2,23,4,2,80,1,5,2,3,5,2,3,0
56,1,3,1162,2,24,2,2,1,1907,1,2,97,3,1,3,4,3,2587,10261,1,Y,1,16,3,4,80,0,5,3,3,4,2,1,0
36,0,3,335,3,17,2,3,1,1908,3,2,33,2,2,8,2,2,5507,16822,2,Y,1,16,3,3,80,2,12,1,1,4,2,1,3
41,0,3,337,3,8,3,3,1,1909,3,1,54,3,2,8,2,2,4393,26841,5,Y,1,21,4,3,80,1,14,3,3,5,4,1,4
42,0,3,1396,2,6,3,4,1,1911,3,2,83,3,3,6,1,2,13348,14842,9,Y,1,13,3,2,80,1,18,3,4,13,7,5,7
31,0,3,1079,3,10,2,4,1,1912,3,1,86,3,2,8,4,1,6583,20115,2,Y,2,11,3,4,80,1,8,2,3,5,2,1,4
34,0,3,735,3,3,1,4,1,1915,4,1,75,2,2,8,4,2,8103,16495,3,Y,2,12,3,3,80,0,9,3,2,4,2,0,1
31,0,3,471,2,4,3,4,1,1916,1,1,62,4,1,3,3,1,3978,16031,8,Y,1,12,3,2,80,1,4,0,2,2,2,2,2
26,0,2,1096,2,6,3,5,1,1918,3,2,61,4,1,3,4,2,2544,7102,0,Y,1,18,3,1,80,1,8,3,3,7,7,7,7
45,0,2,1297,2,1,4,4,1,1922,2,2,44,3,2,1,3,3,5399,14511,4,Y,1,12,3,3,80,0,12,3,3,4,2,0,3
33,0,3,217,3,10,4,3,1,1924,2,2,43,3,2,8,3,3,5487,10410,1,Y,1,14,3,2,80,0,10,2,2,10,4,0,9
28,0,2,783,3,1,2,2,1,1927,3,2,42,2,2,8,4,2,6834,19255,1,Y,2,12,3,3,80,1,7,2,3,7,7,0,7
29,1,2,746,3,24,3,6,1,1928,3,2,45,4,1,9,1,3,1091,10642,1,Y,1,17,3,4,80,0,1,3,3,1,0,0,0
39,0,1,1251,3,21,4,2,1,1929,1,1,32,1,2,8,3,2,5736,3987,6,Y,1,19,3,3,80,1,10,1,3,3,2,1,2
27,0,3,1354,2,2,4,6,1,1931,2,2,41,3,1,7,2,2,2226,6073,1,Y,1,11,3,3,80,1,6,3,2,5,3,1,2
34,0,2,735,2,22,4,5,1,1932,3,2,86,2,2,7,4,2,5747,26496,1,Y,2,15,3,2,80,0,16,3,3,15,10,6,11
28,1,3,1475,3,13,2,3,1,1933,4,1,84,3,2,8,3,3,9854,23352,3,Y,2,11,3,4,80,0,6,0,3,2,0,2,2
47,0,1,1169,2,14,4,6,1,1934,3,2,64,3,2,7,2,2,5467,2125,8,Y,1,18,3,3,80,1,16,4,4,8,7,1,7
56,0,3,1443,3,11,5,3,1,1935,4,1,89,2,2,8,1,2,5380,20328,4,Y,1,16,3,3,80,1,6,3,3,0,0,0,0
39,0,3,867,2,9,2,4,1,1936,1,2,87,3,2,5,1,2,5151,12315,1,Y,1,25,4,4,80,1,10,3,3,10,0,7,9
38,0,2,1394,2,8,3,4,1,1937,4,1,58,2,2,7,2,1,2133,18115,1,Y,2,16,3,3,80,1,20,3,3,20,11,0,7
58,0,3,605,3,21,3,2,1,1938,4,1,72,3,4,4,4,2,17875,11761,4,Y,2,13,3,3,80,1,29,2,2,1,0,0,0
32,1,2,238,2,5,2,2,1,1939,1,1,47,4,1,7,3,3,2432,15318,3,Y,2,14,3,1,80,0,8,2,3,4,1,0,3
38,0,3,1206,2,9,2,2,1,1940,2,2,71,3,1,7,4,1,4771,14293,2,Y,1,19,3,4,80,2,10,0,4,5,2,0,3
49,0,2,1064,2,2,1,2,1,1941,2,2,42,3,5,6,4,2,19161,13738,3,Y,1,15,3,4,80,0,28,3,3,5,4,4,3
42,0,3,419,3,12,4,3,1,1943,2,2,77,3,2,8,4,1,5087,2900,3,Y,2,12,3,3,80,2,14,4,3,0,0,0,0
27,1,2,1337,1,22,3,1,1,1944,1,1,58,2,1,2,2,2,2863,19555,1,Y,1,12,3,1,80,0,1,2,3,1,0,0,0
35,0,3,682,3,18,4,4,1,1945,2,2,71,3,2,8,1,2,5561,15975,0,Y,1,16,3,4,80,1,6,2,1,5,3,0,4
28,0,1,1103,2,16,3,4,1,1947,3,2,49,3,1,7,3,3,2144,2122,1,Y,1,14,3,3,80,0,5,3,2,5,3,1,4
31,0,1,976,2,3,2,4,1,1948,3,2,48,3,1,7,1,1,3065,3995,1,Y,2,13,3,4,80,1,4,3,4,4,2,2,3
36,0,1,1351,2,9,4,2,1,1949,1,2,66,4,1,3,2,2,2810,9238,1,Y,1,22,4,2,80,0,5,3,3,5,4,0,2
34,0,3,937,3,1,3,3,1,1950,1,2,32,3,3,8,4,3,9888,6770,1,Y,1,21,4,1,80,0,14,3,2,14,8,2,1
34,0,3,1239,3,13,4,4,1,1951,4,2,39,3,3,8,3,1,8628,22914,1,Y,1,18,3,3,80,1,9,2,2,8,7,1,1
26,0,3,157,2,1,3,4,1,1952,3,2,95,3,1,3,1,3,2867,20006,0,Y,1,13,3,4,80,0,8,6,2,7,7,7,6
29,0,3,136,2,1,3,2,1,1954,1,2,89,3,2,1,1,2,5373,6225,0,Y,1,12,3,1,80,1,6,5,2,5,3,0,2
32,0,1,1146,2,15,4,4,1,1955,3,1,34,3,2,1,4,1,6667,16542,5,Y,1,18,3,2,80,1,9,6,3,5,1,1,2
31,0,2,1125,2,1,3,2,1,1956,4,2,48,1,2,7,1,2,5003,5771,1,Y,1,21,4,2,80,0,10,6,3,10,8,8,7
28,1,3,1404,2,17,3,6,1,1960,3,2,32,2,1,3,4,1,2367,18779,5,Y,1,12,3,1,80,1,6,2,2,4,1,0,3
38,0,3,1404,3,1,3,2,1,1961,1,2,59,2,1,9,1,3,2858,11473,4,Y,1,14,3,1,80,0,20,3,2,1,0,0,0
35,0,3,1224,3,7,4,2,1,1962,3,1,55,3,2,8,4,2,5204,13586,1,Y,2,11,3,4,80,0,10,2,3,10,8,0,9
27,0,3,954,3,9,3,3,1,1965,4,2,44,3,2,8,4,3,4105,5099,1,Y,1,14,3,1,80,0,7,5,3,7,7,0,7
32,0,3,1373,2,5,4,2,1,1966,4,2,56,2,2,5,4,3,9679,10138,8,Y,1,24,4,2,80,0,8,1,3,1,0,0,0
31,1,2,754,3,26,4,3,1,1967,1,2,63,3,2,8,4,2,5617,21075,1,Y,2,11,3,3,80,0,10,4,3,10,7,0,8
53,1,3,1168,3,24,4,2,1,1968,1,2,66,3,3,8,1,3,10448,5843,6,Y,2,13,3,2,80,0,15,2,2,2,2,2,2
54,0,3,155,2,9,2,2,1,1969,1,1,67,3,2,7,3,2,2897,22474,3,Y,1,11,3,3,80,2,9,6,2,4,3,2,3
33,0,2,1303,2,7,2,2,1,1970,4,2,36,3,2,1,3,1,5968,18079,1,Y,1,20,4,3,80,3,9,2,3,9,7,2,8
43,0,3,574,2,11,3,2,1,1971,1,2,30,3,3,1,3,2,7510,16873,1,Y,1,17,3,2,80,1,10,1,3,10,9,0,9
38,0,2,1444,1,1,4,5,1,1972,4,2,88,3,1,2,2,2,2991,5224,0,Y,2,11,3,2,80,1,7,2,3,6,2,1,2
55,0,3,189,1,26,4,1,1,1973,3,2,71,4,5,4,2,2,19636,25811,4,Y,2,18,3,1,80,1,35,0,3,10,9,1,4
31,0,3,1276,2,2,1,4,1,1974,4,1,59,1,1,3,4,1,1129,17536,1,Y,2,11,3,3,80,3,1,4,3,1,0,0,0
39,0,3,119,3,15,4,3,1,1975,2,2,77,3,4,8,1,3,13341,25098,0,Y,1,12,3,1,80,0,21,3,3,20,8,11,10
42,0,1,335,2,23,2,2,1,1976,4,2,37,2,2,7,3,3,4332,14811,1,Y,1,12,3,4,80,0,20,2,3,20,9,3,7
31,0,1,697,2,10,3,4,1,1979,3,1,40,3,3,6,3,2,11031,26862,4,Y,1,20,4,3,80,1,13,2,4,11,7,4,8
54,0,3,157,2,10,3,4,1,1980,3,1,77,3,2,5,1,3,4440,25198,6,Y,2,19,3,4,80,0,9,3,3,5,2,1,4
24,0,3,771,2,1,2,2,1,1981,2,2,45,2,2,1,3,3,4617,14120,1,Y,1,12,3,2,80,0,4,2,2,4,3,1,2
23,0,3,571,2,12,2,5,1,1982,4,2,78,3,1,3,4,3,2647,13672,1,Y,1,13,3,3,80,0,5,6,4,5,2,1,4
40,0,2,692,2,11,3,6,1,1985,4,1,73,3,2,3,3,2,6323,26849,1,Y,1,11,3,1,80,1,10,2,4,10,9,9,4
40,0,3,444,3,2,2,3,1,1986,2,1,92,3,2,8,2,2,5677,4258,3,Y,1,14,3,3,80,1,15,4,3,11,8,5,10
25,0,3,309,1,2,3,1,1,1987,3,1,82,3,1,2,2,2,2187,19655,4,Y,1,14,3,3,80,0,6,3,3,2,0,1,2
30,0,3,911,2,1,2,4,1,1989,4,2,76,3,1,3,2,2,3748,4077,1,Y,1,13,3,3,80,0,12,6,2,12,8,1,7
25,0,3,977,2,2,1,5,1,1992,4,2,57,3,1,3,3,1,3977,7298,6,Y,2,19,3,3,80,1,7,2,2,2,2,0,2
47,0,3,1180,2,25,3,4,1,1993,1,2,84,3,3,1,3,3,8633,13084,2,Y,1,23,4,2,80,0,25,3,3,17,14,12,11
33,0,1,1313,2,1,2,4,1,1994,2,2,59,2,1,3,3,1,2008,20439,1,Y,1,12,3,3,80,3,1,2,2,1,1,0,0
38,0,3,1321,3,1,4,2,1,1995,4,2,86,3,2,8,2,2,4440,7636,0,Y,1,15,3,1,80,2,16,3,3,15,13,5,8
31,0,3,1154,3,2,2,2,1,1996,1,2,54,3,1,9,3,2,3067,6393,0,Y,1,19,3,3,80,1,3,1,3,2,2,1,2
38,0,2,508,2,6,4,2,1,1997,1,2,72,2,2,5,3,2,5321,14284,2,Y,1,11,3,4,80,1,10,1,3,8,3,7,7
42,0,3,557,2,18,4,2,1,1998,4,2,35,3,2,7,1,1,5410,11189,6,Y,2,17,3,3,80,1,9,3,2,4,3,1,2
41,0,3,642,2,1,3,2,1,1999,4,2,76,3,1,7,4,2,2782,21412,3,Y,1,22,4,1,80,1,12,3,3,5,3,1,0
47,0,1,1162,2,1,1,4,1,2000,3,1,98,3,3,6,2,2,11957,17231,0,Y,1,18,3,1,80,2,14,3,1,13,8,5,12
35,0,3,1490,2,11,4,4,1,2003,4,2,43,3,1,3,3,2,2660,20232,7,Y,2,11,3,3,80,1,5,3,3,2,2,2,2
22,0,3,581,2,1,2,2,1,2007,4,2,63,3,1,7,3,3,3375,17624,0,Y,1,12,3,4,80,0,4,2,4,3,2,1,2
35,0,3,1395,2,9,4,4,1,2008,2,2,48,3,2,7,3,3,5098,18698,1,Y,1,19,3,2,80,0,10,5,3,10,7,0,8
33,0,3,501,2,15,2,4,1,2009,2,1,95,3,2,1,4,2,4878,21653,0,Y,2,13,3,1,80,1,10,6,3,9,7,8,1
32,0,3,267,2,29,4,2,1,2010,3,1,49,2,1,3,2,3,2837,15919,1,Y,1,13,3,3,80,0,6,3,3,6,2,4,1
40,0,3,543,2,1,4,2,1,2012,1,2,83,3,1,3,4,2,2406,4060,8,Y,1,19,3,3,80,2,8,3,2,1,0,0,0
32,0,3,234,3,1,4,4,1,2013,2,2,68,2,1,9,2,2,2269,18024,0,Y,1,14,3,2,80,1,3,2,3,2,2,2,2
39,0,3,116,2,24,1,2,1,2014,1,2,52,3,2,7,4,3,4108,5340,7,Y,1,13,3,1,80,0,18,2,3,7,7,1,7
38,0,3,201,2,10,3,4,1,2015,2,1,99,1,3,6,3,2,13206,3376,3,Y,1,12,3,1,80,1,20,3,3,18,16,1,11
32,0,3,801,3,1,4,3,1,2016,3,1,48,3,3,8,4,2,10422,24032,1,Y,1,19,3,3,80,2,14,3,3,14,10,5,7
37,0,3,161,2,10,3,2,1,2017,3,1,42,4,3,6,4,2,13744,15471,1,Y,2,25,4,1,80,1,16,2,3,16,11,6,8
25,0,3,1382,3,8,2,5,1,2018,1,1,85,3,2,8,3,1,4907,13684,0,Y,2,22,4,2,80,1,6,3,2,5,3,0,4
52,0,1,585,3,29,4,2,1,2019,1,2,40,3,1,9,4,1,3482,19788,2,Y,1,15,3,2,80,2,16,3,2,9,8,0,0
44,0,3,1037,2,1,3,4,1,2020,2,2,42,3,1,7,4,3,2436,13422,6,Y,2,12,3,3,80,0,6,2,3,4,3,1,2
21,0,3,501,3,5,1,4,1,2021,3,2,58,3,1,9,1,3,2380,25479,1,Y,2,11,3,4,80,0,2,6,3,2,2,1,2
39,0,1,105,2,9,3,2,1,2022,4,2,87,3,5,4,4,3,19431,15302,2,Y,1,13,3,3,80,0,21,3,2,6,0,1,3
23,1,2,638,3,9,3,3,1,2023,4,2,33,3,1,9,1,2,1790,26956,1,Y,1,19,3,1,80,1,1,3,2,1,0,1,0
36,0,3,557,3,3,3,4,1,2024,1,1,94,2,3,8,4,2,7644,12695,0,Y,1,19,3,3,80,2,10,2,3,9,7,3,4
36,0,2,688,2,4,2,2,1,2025,4,1,97,3,2,5,2,1,5131,9192,7,Y,1,13,3,2,80,3,18,3,3,4,2,0,2
56,0,1,667,2,1,4,2,1,2026,3,2,57,3,2,1,3,1,6306,26236,1,Y,1,21,4,1,80,1,13,2,2,13,12,1,9
29,1,3,1092,2,1,4,4,1,2027,1,2,36,3,1,7,4,2,4787,26124,9,Y,2,14,3,2,80,3,4,3,4,2,2,2,2
42,0,3,300,2,2,3,2,1,2031,1,2,56,3,5,4,3,2,18880,17312,5,Y,1,11,3,1,80,0,24,2,2,22,6,4,14
56,1,3,310,2,7,2,6,1,2032,4,2,72,3,1,3,3,2,2339,3666,8,Y,1,11,3,4,80,1,14,4,1,10,9,9,8
41,0,3,582,2,28,4,2,1,2034,1,1,60,2,4,5,2,2,13570,5640,0,Y,1,23,4,3,80,1,21,3,3,20,7,0,10
34,0,3,704,3,28,3,3,1,2035,4,1,95,2,2,8,3,2,6712,8978,1,Y,1,21,4,4,80,2,8,2,3,8,7,1,7
36,0,1,301,3,15,4,3,1,2036,4,2,88,1,2,8,4,1,5406,10436,1,Y,1,24,4,1,80,1,15,4,2,15,12,11,11
41,0,3,930,3,3,3,2,1,2037,3,2,57,2,2,8,2,1,8938,12227,2,Y,1,11,3,3,80,1,14,5,3,5,4,0,4
32,0,3,529,2,2,3,6,1,2038,4,2,78,3,1,7,1,3,2439,11288,1,Y,1,14,3,4,80,0,4,4,3,4,2,1,2
35,0,3,1146,1,26,4,2,1,2040,3,1,31,3,3,2,4,3,8837,16642,1,Y,2,16,3,3,80,0,9,2,3,9,0,1,7
38,0,3,345,3,10,2,2,1,2041,1,1,100,3,2,8,4,2,5343,5982,1,Y,1,11,3,3,80,1,10,1,3,10,7,1,9
50,1,2,878,3,1,4,2,1,2044,2,2,94,3,2,8,3,1,6728,14255,7,Y,1,12,3,4,80,2,12,3,3,6,3,0,1
36,0,3,1120,3,11,4,3,1,2045,2,1,100,2,2,8,4,2,6652,14369,4,Y,1,13,3,1,80,1,8,2,2,6,3,0,0
45,0,3,374,3,20,3,2,1,2046,4,1,50,3,2,8,3,3,4850,23333,8,Y,1,15,3,3,80,0,8,3,3,5,3,0,1
40,0,3,1322,2,2,4,2,1,2048,3,2,52,2,1,7,3,3,2809,2725,2,Y,1,14,3,4,80,0,8,2,3,2,2,2,2
35,0,2,1199,2,18,4,2,1,2049,3,2,80,3,2,1,3,2,5689,24594,1,Y,2,14,3,4,80,2,10,2,4,10,2,0,2
40,0,3,1194,2,2,4,4,1,2051,3,1,98,3,1,7,3,2,2001,12549,2,Y,1,14,3,2,80,3,20,2,3,5,3,0,2
35,0,3,287,2,1,4,2,1,2052,3,1,62,1,1,7,4,2,2977,8952,1,Y,1,12,3,4,80,1,4,5,3,4,3,1,1
29,0,3,1378,2,13,2,5,1,2053,4,2,46,2,2,3,2,2,4025,23679,4,Y,2,13,3,1,80,1,10,2,3,4,3,0,3
29,0,3,468,2,28,4,4,1,2054,4,1,73,2,1,7,1,3,3785,8489,1,Y,1,14,3,2,80,0,5,3,1,5,4,0,4
50,1,3,410,3,28,3,3,1,2055,4,2,39,2,3,8,1,1,10854,16586,4,Y,2,13,3,2,80,1,20,3,3,3,2,2,0
39,0,3,722,3,24,1,3,1,2056,2,1,60,2,4,8,4,2,12031,8828,0,Y,1,11,3,1,80,1,21,2,2,20,9,9,6
31,0,1,325,2,5,3,4,1,2057,2,2,74,3,2,5,1,3,9936,3787,0,Y,1,19,3,2,80,0,10,2,3,9,4,1,7
26,0,3,1167,3,5,3,5,1,2060,4,1,30,2,1,9,3,3,2966,21378,0,Y,1,18,3,4,80,0,5,2,3,4,2,0,0
36,0,2,884,2,23,2,4,1,2061,3,2,41,4,2,3,4,2,2571,12290,4,Y,1,17,3,3,80,1,17,3,3,5,2,0,3
39,0,3,613,2,6,1,4,1,2062,4,2,42,2,3,1,1,2,9991,21457,4,Y,1,15,3,1,80,1,9,5,3,7,7,1,7
27,0,3,155,2,4,3,2,1,2064,2,2,87,4,2,5,2,2,6142,5174,1,Y,2,20,4,2,80,1,6,0,3,6,2,0,3
49,0,2,1023,3,2,3,4,1,2065,4,2,63,2,2,8,2,2,5390,13243,2,Y,1,14,3,4,80,0,17,3,2,9,6,0,8
34,0,3,628,2,8,3,4,1,2068,2,2,82,4,2,3,3,2,4404,10228,2,Y,1,12,3,1,80,0,6,3,4,4,3,1,2
